node	description	type	module	module_descr	pathway	pathway_descr	node_type
C05797	Pheophytin a	NA	NA	NA	NA	NA	compound
R08587	futalosine ribohydrolase	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
R08708	CDP-4-dehydro-3,6-dideoxy-D-glucose 5-epimerase	NA	NA	NA	map00520	Amino sugar and nucleotide sugar metabolism	reaction
R08583	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase (dTDP-3-oxo-4,6-dideoxy-D-glucose-forming)	NA	M00797	dTDP-D-desosamine biosynthesis	map01130	Biosynthesis of antibiotics	reaction
R01108	glutathione:dehydroascorbate oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R00066	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase	NA	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	map01100	Metabolic pathways	reaction
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine	NA	NA	NA	NA	NA	compound
R11253	5-epi-Valiolone <=> 2-Keto-5-epi-valiolone	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
R01378	Phenylpyruvate keto-enol-isomerase	NA	NA	NA	map00360	Phenylalanine metabolism	reaction
C02763	2-Hydroxy-3-phenylpropenoate	NA	NA	NA	NA	NA	compound
R01374	D-phenylalanine:quinone oxidoreductase (deaminating)	NA	NA	NA	map00360	Phenylalanine metabolism	reaction
R01377	phenylpyruvate carboxy-lyase (phenylacetaldehyde-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
R01370	Phenyllactate:NAD+ oxidoreductase	NA	NA	NA	map00360	Phenylalanine metabolism	reaction
C05607	Phenyllactate	NA	NA	NA	NA	NA	compound
R01373	prephenate hydro-lyase (decarboxylating	NA	M00024	Phenylalanine biosynthesis, chorismate => phenylalanine	map01100	Metabolic pathways	reaction
R01372	Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R11250	NDP-1-epi-valienol + 2-Amino-1,5-anhydro-2-deoxyglucitol <=> Salbostatin 6'-phosphate + NDP	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C21210	NDP-1-epi-valienol	NA	NA	NA	NA	NA	compound
C21211	Salbostatin 6'-phosphate	NA	NA	NA	NA	NA	compound
C21416	2-Amino-1,5-anhydro-2-deoxyglucitol	NA	NA	NA	NA	NA	compound
R07919	S-adenosyl-L-methionine:7-methylxanthine N3-methyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R07917	S-adenosyl-L-methionine:xanthosine N7-methyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C16352	7-Methylxanthosine	NA	NA	NA	NA	NA	compound
R06895	coproporphyrinogen-III:S-adenosyl-L-methionine oxidoreductase(decarboxylating)	NA	M00121	Heme biosynthesis, glutamate => heme	map01100	Metabolic pathways	reaction
R07913	UDP-glucose:delphinidin 3'-O-beta-D-glucosyltransferase	NA	NA	NA	map00942	Anthocyanin biosynthesis	reaction
C16304	Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside	NA	NA	NA	NA	NA	compound
R07912	UDP-glucose:anthocyanin 3'-O-beta-D-glucosyltransferase	NA	NA	NA	map00942	Anthocyanin biosynthesis	reaction
C16314	Delphinidin 3,5,3'-triglucoside	NA	NA	NA	NA	NA	compound
R07911	UDP-alpha-D-glucose:delphinidin-3-O-beta-D-glucoside 5-O-glucosyltransferase	NA	NA	NA	map00942	Anthocyanin biosynthesis	reaction
R06894	UDP-N-acetyl-D-galactosamine + 2 NAD+ + H2O <=> UDP-N-acetyl-D-galactosaminuronic acid + 2 NADH + 2 H+	NA	NA	NA	map00520	Amino sugar and nucleotide sugar metabolism	reaction
C17699	Cetoniacytone A	NA	NA	NA	NA	NA	compound
R11255	Cetoniacytone B <=> Cetoniacytone A	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C21249	Cetoniacytone B	NA	NA	NA	NA	NA	compound
R03209	6-Carboxyhyxanoate:CoA ligase (AMP-forming)	NA	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	map01100	Metabolic pathways	reaction
C02656	Pimelate	Organic acids	NA	NA	NA	NA	compound
R03208	2 3,5-Diiodo-L-tyrosine + Hydrogen peroxide <=> Thyroxine + Dehydroalanine + 2 H2O	NA	NA	NA	map01100	Metabolic pathways	reaction
C01060	3,5-Diiodo-L-tyrosine	Peptides	NA	NA	NA	NA	compound
C01829	Thyroxine	Peptides,Hormones and transmitters,Hormones and transmitters	NA	NA	NA	NA	compound
C02218	Dehydroalanine	NA	NA	NA	NA	NA	compound
R03202	(S)-6-hydroxynicotine:oxygen oxidoreductase	NA	NA	NA	NA	NA	reaction
C01056	(S)-6-Hydroxynicotine	NA	NA	NA	NA	NA	compound
R07718	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase	NA	NA	NA	map00943	Isoflavonoid biosynthesis	reaction
C14536	Glycitein	NA	NA	NA	NA	NA	compound
R08968	ATP:N-acetyl-D-glucosamine 1-phosphotransferase	NA	NA	NA	map00520	Amino sugar and nucleotide sugar metabolism	reaction
R01519	D-Glucono-1,5-lactone lactonohydrolase	NA	NA	NA	map01100	Metabolic pathways	reaction
R08966	CTP:2,3-bis-O-(geranylgeranyl)-sn-glycerol-1-phosphate cytidylyltransferase	NA	NA	NA	map00564	Glycerophospholipid metabolism	reaction
C18059	CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol	NA	NA	NA	NA	NA	compound
R01513	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase	NA	M00020	Serine biosynthesis, glycerate-3P => serine	map01100	Metabolic pathways	reaction
C03232	3-Phosphonooxypyruvate	NA	NA	NA	NA	NA	compound
R01512	ATP:3-phospho-D-glycerate 1-phosphotransferase	NA	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	map01100	Metabolic pathways	reaction
R01515	3-Phospho-D-glyceroyl phosphate phosphohydrolase	NA	NA	NA	NA	NA	reaction
R01514	ATP:(R)-glycerate 3-phosphotransferase	NA	M00532	Photorespiration	map01100	Metabolic pathways	reaction
R01516	2,3-bisphospho-D-glycerate 2-phosphohydrolase	NA	NA	NA	map01100	Metabolic pathways	reaction
C04262	Protein N(tau)-phospho-L-histidine	NA	NA	NA	NA	NA	compound
R09951	1D-chiro-inositol:NAD+ oxidoreductase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C19891	1D-chiro-Inositol	NA	NA	NA	NA	NA	compound
C20251	1-Keto-D-chiro-inositol	NA	NA	NA	NA	NA	compound
R05980	Glc2Man9GlcNAc2-[protein] 3-alpha-glucohydrolase (configuration-inverting)	NA	M00074	N-glycan biosynthesis, high-mannose type	map01100	Metabolic pathways	reaction
R05981	GlcMan9GlcNAc2-[protein] 3-alpha-glucohydrolase (configuration-inverting)	NA	M00074	N-glycan biosynthesis, high-mannose type	map01100	Metabolic pathways	reaction
R09955	5-androstene-3,17-dione delta5-delta4-isomerase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C20252	5-Androstene-3,17-dione	NA	NA	NA	NA	NA	compound
R02794	Cholate:CoA ligase (AMP-forming)	NA	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	map01100	Metabolic pathways	reaction
R05984	G00013 + 2 H2O <=> G00014 + 2 alpha-D-Mannose	NA	M00075	N-glycan biosynthesis, complex type	map01100	Metabolic pathways	reaction
C00936	alpha-D-Mannose	NA	NA	NA	NA	NA	compound
R09956	epiandrosterone:NAD+ oxidoreductase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C07635	Epiandrosterone	NA	NA	NA	NA	NA	compound
R09959	7,8-dihydroneopterin 3'-triphosphate acetaldehyde-lyase (6-carboxy-5,6,7,8-tetrahydropterin and triphosphate-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
C20239	6-Carboxy-5,6,7,8-tetrahydropterin	NA	NA	NA	NA	NA	compound
R08963	Androstan-3alpha,17beta-diol:NADP+ oxidoreductase	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
C03852	Androstan-3alpha,17beta-diol	NA	NA	NA	NA	NA	compound
R08962	ATP:N-acetyl-D-hexosamine 1-phosphotransferase	NA	NA	NA	NA	NA	reaction
C03136	N-Acetyl-D-hexosamine	NA	NA	NA	NA	NA	compound
C18055	N-Acetyl-alpha-D-hexosamine 1-phosphate	NA	NA	NA	NA	NA	compound
R08961	dehydroepiandrosterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (7alpha-hydroxylating)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
C18045	7alpha-Hydroxydehydroepiandrosterone	NA	NA	NA	NA	NA	compound
R07240	S-adenosyl-L-methionine:isoeugenol O-methyltransferase	NA	NA	NA	map00940	Phenylpropanoid biosynthesis	reaction
C10478	Methylisoeugenol	NA	NA	NA	NA	NA	compound
R02799	11-epi-Prostaglandin F2alpha:NADP+ 11-oxidoreductase	NA	NA	NA	map00590	Arachidonic acid metabolism	reaction
C05959	11-epi-Prostaglandin F2alpha	NA	NA	NA	NA	NA	compound
R00755	Acetaldehyde + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate	NA	NA	NA	map01100	Metabolic pathways	reaction
R05189	acyl-CoA:methylmalonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)	NA	NA	NA	NA	NA	reaction
C21392	Multi-methyl-branched acyl-[acp]	NA	NA	NA	NA	NA	compound
R05180	S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
C06407	Precorrin 4	NA	NA	NA	NA	NA	compound
R05181	S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R05185	reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)	NA	M00175	Nitrogen fixation, nitrogen => ammonia	map01100	Metabolic pathways	reaction
R04856	Sulfatide sulfohydrolase	NA	NA	NA	map00600	Sphingolipid metabolism	reaction
R04855	22beta-Hydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving)	NA	M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone	map01100	Metabolic pathways	reaction
C05501	20alpha,22beta-Dihydroxycholesterol	NA	NA	NA	NA	NA	compound
R04854	20alpha-Hydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving)	NA	M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone	map01100	Metabolic pathways	reaction
C05500	20alpha-Hydroxycholesterol	NA	NA	NA	NA	NA	compound
R04853	20alpha-hydroxycholesterol,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
C05499	17alpha,20alpha-Dihydroxycholesterol	NA	NA	NA	NA	NA	compound
R00855	CDPglycerol phosphoglycerohydrolase	NA	NA	NA	map00564	Glycerophospholipid metabolism	reaction
R04850	17alpha,21-dihydroxypregnenolone:oxygen oxidoreductase (11-hydroxylating)	NA	NA	NA	map00140	Steroid hormone biosynthesis	reaction
R04859	O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
R04858	S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase	NA	M00035	Methionine degradation	map01100	Metabolic pathways	reaction
C00856	DNA cytosine	NA	NA	NA	NA	NA	compound
R05353	2-hydroxy-5-methyl-cis,cis-muconic semialdehyde:NAD+ 6-oxidoreductase	NA	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	map01100	Metabolic pathways	reaction
R05352	(S)-1-phenylethanol:NAD+ oxidoreductase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
R09375	2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one:NAD+ 1'-oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R09374	2-amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one amidohydrolase	NA	NA	NA	map01100	Metabolic pathways	reaction
C15563	2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	NA	NA	NA	NA	NA	compound
R05456	4-keto-anhydrotetracycline:FADH2 oxidoreductase (7-halogenating)	NA	NA	NA	NA	NA	reaction
C06626	4-Ketoanhydrochlortetracycline	NA	NA	NA	NA	NA	compound
R00132	carbonate hydro-lyase (carbon-dioxide-forming)	NA	NA	NA	NA	NA	reaction
C01353	Carbonic acid	NA	NA	NA	NA	NA	compound
R10610	O-phospho-L-serine:thiocarboxy-[sulfur-carrier protein] 2-amino-2-carboxyethyltransferase	NA	NA	NA	NA	NA	reaction
C20729	[Sulfur-carrier protein]-Gly-NH-CH2-C(O)-S-L-cysteine	NA	NA	NA	NA	NA	compound
R00185	ATP:adenosine 5'-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R10612	(S)-malyl-CoA hydrolase	NA	M00373	Ethylmalonyl pathway	map01120	Microbial metabolism in diverse environments	reaction
R09379	(R)-4-phosphopantoate:beta-alanine ligase (AMP-forming)	NA	NA	NA	map01100	Metabolic pathways	reaction
C18911	(R)-4-Phosphopantoate	NA	NA	NA	NA	NA	compound
R09378	ATP:(R)-pantoate 4-phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R09675	ATP:3'-dephospho-CoA 5-triphospho-alpha-D-ribosyltransferase	NA	NA	NA	NA	NA	reaction
R06983	S-(hydroxymethyl)glutathione dehydrogenase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C14180	S-(Hydroxymethyl)glutathione	NA	NA	NA	NA	NA	compound
R06982	S-(hydroxymethyl)glutathione formaldehyde-lyase (glutathione-forming)	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
R06980	sulfoacetaldehyde:NAD+ oxidoreductase	NA	NA	NA	map00430	Taurine and hypotaurine metabolism	reaction
C14179	Sulfoacetate	NA	NA	NA	NA	NA	compound
R06987	propanoyl-CoA:formate C-propanoyltransferase	NA	NA	NA	map00640	Propanoate metabolism	reaction
R05355	2-Chloromaleylacetate + NADH <=> 2-Maleylacetate + NAD+ + Cl-	NA	NA	NA	map01100	Metabolic pathways	reaction
R06985	trans-Hex-2-enoyl-CoA reductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R07390	2 Phosphatidylglycerol <=> Cardiolipin + Glycerol	NA	NA	NA	map01100	Metabolic pathways	reaction
C02480	cis,cis-Muconate	NA	NA	NA	NA	NA	compound
R06989	2,5-Dihydro-5-oxofuran-2-acetate lyase (decyclizing)	NA	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	map01100	Metabolic pathways	reaction
R07393	2,3-diketo-5-methylthiopentyl-1-phosphate keto---enol-isomerase	NA	M00034	Methionine salvage pathway	map01100	Metabolic pathways	reaction
R04580	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)	NA	NA	NA	NA	NA	reaction
R04587	UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase	NA	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A	map01100	Metabolic pathways	reaction
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	NA	NA	NA	NA	NA	compound
R08567	(S)-3-methyl-2-oxopentanoate:ferredoxin oxidoreductase (decarboxylating	NA	NA	NA	map01100	Metabolic pathways	reaction
R08566	4-methyl-2-oxopentanoate:ferredoxin oxidoreductase (decarboxylating	NA	NA	NA	map01100	Metabolic pathways	reaction
R10475	5'-oxoaverantin hydro-lyase [(1'S,5'S)-averufin forming]	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C20502	5'-Oxoaverantin	NA	NA	NA	NA	NA	compound
C20574	(1'S,5'S)-Averufin	NA	NA	NA	NA	NA	compound
R10470	O-ureido-D-serine cyclo-ligase (D-cycloserine-forming)	NA	M00785	Cycloserine biosynthesis, arginine/serine => cycloserine	map01130	Biosynthesis of antibiotics	reaction
C08057	Cycloserine	NA	NA	NA	NA	NA	compound
R02869	S-adenosylmethioninamine:spermidine 3-aminopropyltransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
R02864	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	NA	M00846	Siroheme biosynthesis, glutamate => siroheme	map01100	Metabolic pathways	reaction
R02863	Thiamin:beta 2-methyl-4-aminopyrimidine-5-methenyltransferase	NA	NA	NA	map00730	Thiamine metabolism	reaction
C00747	Pyridine	NA	NA	NA	NA	NA	compound
C02691	Heteropyrithiamine	NA	NA	NA	NA	NA	compound
C16497	3-Dehydro-2-deoxyecdysone	NA	NA	NA	NA	NA	compound
R08138	2,22-Dideoxy-3-dehydroecdysone <=> 3-Dehydro-2-deoxyecdysone	NA	NA	NA	map00981	Insect hormone biosynthesis	reaction
C16498	2,22-Dideoxy-3-dehydroecdysone	NA	NA	NA	NA	NA	compound
R08135	2-Deoxyecdysone <=> Ecdysone	NA	NA	NA	map00981	Insect hormone biosynthesis	reaction
C16495	2-Deoxyecdysone	NA	NA	NA	NA	NA	compound
R09514	urate,NADH:oxygen oxidoreductase (5-hydroxyisourate forming)	NA	M00546	Purine degradation, xanthine => urea	map01100	Metabolic pathways	reaction
R03444	(R)-2-hydroxybutane-1,2,4-tricarboxylate hydro-lyase	NA	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	map01100	Metabolic pathways	reaction
R04326	5'-Phosphoribosylglycinamide + 5,10-Methenyltetrahydrofolate + H2O <=> 5'-Phosphoribosyl-N-formylglycinamide + Tetrahydrofolate	NA	NA	NA	map01100	Metabolic pathways	reaction
R03443	N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating)	NA	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	map01100	Metabolic pathways	reaction
R04322	UDP-alpha-D-galactose:2-(2-hydroxyacyl)sphingosine 1-beta-D-galactosyltransferase	NA	NA	NA	NA	NA	reaction
C03823	2-(2-Hydroxyacyl)sphingosine	NA	NA	NA	NA	NA	compound
C04708	1-(beta-D-Galactosyl)-2-(2-hydroxyacyl)sphingosine	NA	NA	NA	NA	NA	compound
R03448	1,8-diazacyclotetradecane-2,9-dione lactamhydrolase	NA	NA	NA	map01120	Microbial metabolism in diverse environments	reaction
C04277	1,8-Diazacyclotetradecane-2,9-dione	NA	NA	NA	NA	NA	compound
R12117	malonyl-CoA:dihydro-4-coumaroyl-CoA malonyltransferase(cyclizing)	NA	NA	NA	map01110	Biosynthesis of secondary metabolites	reaction
C21913	Dihydro-4-coumaroyl-CoA	NA	NA	NA	NA	NA	compound
R11705	O-phospho-L-serine:L-glutamate N-(2S)-2-amino-2-carboxyethyltransferase	NA	NA	NA	NA	NA	reaction
C21559	N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate	NA	NA	NA	NA	NA	compound
R11704	GDP-alpha-D-mannose:2-O-(6-O-acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol 6-alpha-D-mannosyltransferase (configuration-retaining)	NA	NA	NA	NA	NA	reaction
C21608	2-O-(6-O-Acyl-alpha-D-mannosyl)-6-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol	NA	NA	NA	NA	NA	compound
C21609	2-O-(6-O-Acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol	NA	NA	NA	NA	NA	compound
R11707	ATP:3-dehydro-D-erythronate 4-phosphotransferase	NA	NA	NA	NA	NA	reaction
C03064	3-Dehydro-L-threonate	NA	NA	NA	NA	NA	compound
R11706	ATP:3-dehydro-L-erythronate 4-phosphotransferase	NA	NA	NA	NA	NA	reaction
C21612	3-Dehydro-L-erythronate	NA	NA	NA	NA	NA	compound
R11701	acetyl-CoA:(3S)-3,6-diaminohexanoate N6-acetyltransferase	NA	NA	NA	NA	NA	reaction
C21604	(3S)-6-Acetamido-3-aminohexanoate	NA	NA	NA	NA	NA	compound
R11700	S-adenosyl-L-methionine:protoheme C-methyltransferase (anaerobilin-producing)	NA	NA	NA	NA	NA	reaction
C21603	Anaerobilin	NA	NA	NA	NA	NA	compound
R11703	GDP-alpha-D-mannose:2-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol 6-alpha-D-mannosyltransferase (configuration-retaining)	NA	NA	NA	NA	NA	reaction
C21606	2-O-(alpha-D-Mannosyl)-1-phosphatidyl-1D-myo-inositol	NA	NA	NA	NA	NA	compound
C21607	2,6-Di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol	NA	NA	NA	NA	NA	compound
R11702	GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining)	NA	NA	NA	NA	NA	reaction
R11708	acetyl-CoA:3-phosphonopyruvate C-acetyltransferase	NA	NA	NA	map00440	Phosphonate and phosphinate metabolism	reaction
C21613	(R)-2-(Phosphonomethyl)malate	NA	NA	NA	NA	NA	compound
R08853	(+)-epi-isozizaene,NADPH:oxygen oxidoreductase (5R-hydroxylating)	NA	NA	NA	map00909	Sesquiterpenoid and triterpenoid biosynthesis	reaction
R07214	1-aminocyclopropane-1-carboxylate oxygenase (ethylene-forming)	NA	M00368	Ethylene biosynthesis, methionine => ethylene	map01100	Metabolic pathways	reaction
R07215	lathosterol,ferrocytochrome b5:oxygen oxidoreductase 5,6-dehydrogenating	NA	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol	map01100	Metabolic pathways	reaction
R08930	dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose hydro-lyase (dTDP-2,3,6-trideoxy-alpha-D-hexopyranose-forming)	NA	M00802	dTDP-D-forosamine biosynthesis	map01130	Biosynthesis of antibiotics	reaction
R08243	inosine triphosphate pyrophosphatase	NA	NA	NA	map00983	Drug metabolism - other enzymes	reaction
C16617	6-Mercaptopurine ribonucleoside triphosphate	NA	NA	NA	NA	NA	compound
R08240	6-thioinosine 5'-monophosphate:NAD+ oxidoreductase	NA	NA	NA	map00983	Drug metabolism - other enzymes	reaction
C16618	6-Thioxanthine 5'-monophosphate	NA	NA	NA	NA	NA	compound
R07218	cholesterol,hydrogen-donor:oxygen oxidoreductase (25-hydroxylating)	NA	NA	NA	map00120	Primary bile acid biosynthesis	reaction
R08939	butyryl-[acyl-carrier protein]:S-adenosyl-L-methionine butyryltranserase (lactone-forming, methylthioadenosine-releasing)	NA	NA	NA	NA	NA	reaction
C11837	N-Butyryl-L-homoserine lactone	NA	NA	NA	NA	NA	compound
R08248	acetyl-CoA: isoniazid N-acetyltransferase	NA	NA	NA	map00983	Drug metabolism - other enzymes	reaction
C07585	N-Acetylisoniazid	NA	NA	NA	NA	NA	compound
R08249	N-acetylisoniazid amidohydrolase	NA	NA	NA	map00983	Drug metabolism - other enzymes	reaction
C07446	Isonicotinic acid	NA	NA	NA	NA	NA	compound
R03050	2-Acetolactate pyruvate-lyase (carboxylating)	NA	NA	NA	NA	NA	reaction
R03051	2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	NA	NA	NA	map00770	Pantothenate and CoA biosynthesis	reaction
C04039	2,3-Dihydroxy-3-methylbutanoate	NA	NA	NA	NA	NA	compound
R03057	(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate hydrolase	NA	NA	NA	map01100	Metabolic pathways	reaction
R03055	(R)-5,6-dihydrothymine amidohydrolase	NA	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	map01100	Metabolic pathways	reaction
R03058	arachidonate:oxygen 5-oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R03059	(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate:glutathione leukotriene-transferase (epoxide-ring-opening)	NA	NA	NA	map01100	Metabolic pathways	reaction
R02283	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase	NA	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	map01100	Metabolic pathways	reaction
R03550	gallate:oxygen 4,5-oxidoreductase (decyclizing)	NA	NA	NA	NA	NA	reaction
R01745	(R)-Glycerate:NAD+ oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R01747	(R)-Glycerate:NADP+ oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R01741	D-Gluconate:(acceptor) 2-oxidoreductase	NA	NA	NA	map01100	Metabolic pathways	reaction
R09568	4'-demethylrebeccamycin D-glucose-lyase	NA	M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	map01130	Biosynthesis of antibiotics	reaction
C19699	Dichloroarcyriaflavin A	NA	NA	NA	NA	NA	compound
C19700	4'-O-Demethylrebeccamycin	NA	NA	NA	NA	NA	compound
R09569	S-adenosyl-L-methionine:demethylrebeccamycin-D-glucose O-methyltransferase	NA	M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	map01130	Biosynthesis of antibiotics	reaction
C19701	Rebeccamycin	NA	NA	NA	NA	NA	compound
R05669	3'-Keto-3'-deoxy-ATP <=> 3'-Keto-3'-deoxy-AMP + Diphosphate	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C07024	3'-Keto-3'-deoxy-ATP	NA	NA	NA	NA	NA	compound
R05668	ATP + NAD+ <=> 3'-Keto-3'-deoxy-ATP + NADH + H+	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
R00839	6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase	NA	NA	NA	map00500	Starch and sucrose metabolism	reaction
R00838	Maltose-6'-phosphate 6-phosphoglucohydrolase	NA	NA	NA	map00500	Starch and sucrose metabolism	reaction
R05663	2-Methylbenzaldehyde + NADP+ + H2O <=> o-Toluate + NADPH + H+	NA	M00537	Xylene degradation, xylene => methylbenzoate	map01100	Metabolic pathways	reaction
R09562	S-(2E,6E)-farnesyl-L-cysteine oxidase	NA	NA	NA	map01130	Biosynthesis of antibiotics	reaction
C19691	Farnesylcysteine	NA	NA	NA	NA	NA	compound
R05843	Phenanthrene + NADH + H+ + Oxygen <=> (+)-cis-3,4-Dihydrophenanthrene-3,4-diol + NAD+	NA	NA	NA	map01100	Metabolic pathways	reaction
C04468	(+)-cis-3,4-Dihydrophenanthrene-3,4-diol	NA	NA	NA	NA	NA	compound
C11422	Phenanthrene	NA	NA	NA	NA	NA	compound
R05666	toluene,NADH:oxygen oxidoreductase (4-hydroxylating)	NA	NA	NA	map01100	Metabolic pathways	reaction
R09566	2-imino-3-(7-chloroindol-3-yl)propanoate ammonia-lyase (dichlorochromopyrrolate-forming)	NA	M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	map01130	Biosynthesis of antibiotics	reaction
C19688	2-Imino-3-(7-chloroindol-3-yl)propanoate	NA	NA	NA	NA	NA	compound
C19698	3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate	NA	NA	NA	NA	NA	compound
R09567	dichlorochromopyrrolate,NADH:oxygen 2,5-oxidoreductase (dichloroarcyriaflavin A-forming)	NA	M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	map01130	Biosynthesis of antibiotics	reaction
R02099	ATP:deoxyuridine 5'-phosphotransferase	NA	NA	NA	map00240	Pyrimidine metabolism	reaction
R02098	ATP:dUMP phosphotransferase	NA	NA	NA	map01100	Metabolic pathways	reaction
